foto,fila,nombre,arete,primaria,rango_3m,distancia_previa_m,estado,revision_visual,area_cm2,mask_area_px,cm_per_px,marker_side_px,cow_dets,selected_confidence,bbox_x0,bbox_y0,bbox_x1,bbox_y1,sha256_foto
IMG_20260912_065723.jpg,3,Irina,207898,1,1,3.03,ok,aceptar,15893.95222192332,1185575,0.11578476943427767,129.55071788189184,1,0.942249059677124,1538.64,1202.84,3621.79,2348.37,b61310560537851002b7c2ddbdf3d2f945b70d8765a8ccdc689329464f3da6d4
IMG_20260912_065721.jpg,3,Irina,207898,0,2,3.035,ok,aceptar,16034.14334026538,1192156,0.1159728517276183,129.34061529529356,1,0.9357503652572632,1538.33,1198.23,3632.06,2347.77,33d3ccd193596a9780a94f6749a126879b03fe9eb3494db1054e29d1a6d97998
IMG_20260912_065722_1.jpg,3,Irina,207898,0,3,3.036,ok,aceptar,15958.702318400903,1185654,0.11601651122490952,129.29194165234819,1,0.9393661022186279,1542.14,1196.22,3627.68,2347.31,1b704f827fe79f7d4e4d8f585899eb86c958ed76374b1fdb9a9a8070144011e8
IMG_20260912_065722.jpg,3,Irina,207898,0,4,3.041,ok,aceptar,15998.44291801829,1184429,0.11622092881370794,129.06453384178076,1,0.9340903759002686,1538.22,1193.85,3622.79,2346.25,9d5bdcc2c9178b78a9dd3d096baba62e533efedb12b6d48a909f0ae5705f95de
IMG_20260912_065720.jpg,3,Irina,207898,0,5,3.045,ok,aceptar,16256.835096288458,1200481,0.1163698179146395,128.899402515203,1,0.9371321797370911,1546.12,1205.03,3612.88,2346.52,5736cddf62760a48159d57956764cf6e6b7f34749f1d190495d55b4a3b392209
IMG_20260912_065953.jpg,4,Realta,207903,1,1,3.09,ok,aceptar,15864.594893482717,1137777,0.11808260302555273,127.02972000671465,1,0.9194973707199097,1383.03,976.58,3338.14,2187.54,11dc04ec6dfc479c66cb0e18e90280103b2088436167c73869e563737194a772
IMG_20260912_065949.jpg,4,Realta,207903,0,2,3.096,ok,aceptar,15817.556806344874,1130102,0.11830711928752947,126.78865050838172,1,0.9551738500595093,1378.47,1025.49,3272.97,2193.37,3b78ece9cf5a988a9595e9aa74e2a112142ee847b76bc3110f6d486b20494694
IMG_20260912_065950.jpg,4,Realta,207903,0,3,3.096,ok,aceptar,15946.045360017237,1139282,0.11830711928752947,126.78865050838172,1,0.9614692330360413,1386.02,1024.1,3278.06,2203.6,a60ef3f01477e458d67840932fc0441ba5e29a7f8ae13d307b3cb61d7bf1d76a
IMG_20260912_065951.jpg,4,Realta,207903,0,4,3.096,ok,aceptar,16094.526313988505,1149712,0.11831629662035698,126.77881600816744,1,0.9484893083572388,1386.33,1000.38,3350.36,2191.92,440791a89a3ae09a3f64e1000acd01a8993936abddd0eedffdc5e479fab1d3bb
IMG_20260912_065943.jpg,4,Realta,207903,0,5,2.616,ok,aceptar,14434.292344527224,1444035,0.0999790230468957,150.03147203152974,1,0.9617250561714172,1243.98,1097.6,3257.62,2501.79,fa73e186b4384b1f3796137a4d9d57a7047ec16dc19ec5f027c02a1212bec540
IMG_20260912_070206.jpg,5,Damita,73148,1,1,3.12,ok,aceptar,16748.96919254144,1178614,0.11920878020808602,125.8296576293844,1,0.9554832577705383,1180.14,980.94,3154.87,2139.47,3cbee210345e5b2371de45527d5510d720a2840f79304562af9049cee345f6c2
IMG_20260912_070207.jpg,5,Damita,73148,0,2,3.125,ok,aceptar,16328.380838064266,1144672,0.1194348396407232,125.59149445105055,1,0.9507707357406616,1175.74,980.89,3123.56,2127.67,7c42d7b3aa722e66e5936b2bc2c3e9b7cabf1f150737386487bdd74468a9666f
IMG_20260912_070208.jpg,5,Damita,73148,0,3,3.126,ok,aceptar,16191.717589802101,1135021,0.11943854709093621,125.58759600934813,1,0.9532961845397949,1173.41,984.75,3120.65,2121.01,a89cfed6a7a2341701f9bb3a01a7880eec9c3e4a2603d17f8dd9bf772ababb3e
IMG_20260912_070209.jpg,5,Damita,73148,0,4,3.133,ok,aceptar,16339.458549579856,1139891,0.11972564023755451,125.2864463304405,1,0.9517154097557068,1179.31,978.39,3115.73,2126.84,48445e83b7c15bf5c814569c0deaa66cf90f6270650f6c111738ab3600a81148
IMG_20260912_070208_1.jpg,5,Damita,73148,0,5,3.14,ok,aceptar,16806.90762571096,1167635,0.11997488830486254,125.02616349084823,1,0.947563886642456,1168.53,979.21,3115.94,2119.45,564f98e4ef1cf91d34559d741de627fececdc1c338994ff01dff29b13275012f
IMG_20260912_070540.jpg,6,Señorita,207916,1,1,3.156,ok,aceptar,16229.80533262407,1115643,0.12061297588607146,124.36472850291574,1,0.9504172801971436,1366.7,974.79,3266.15,2155.68,4029ba2a05cbee7a3e0d7aad38a76a06d493e2129ff1e6eec4687f52d3a972b5
IMG_20260912_070541.jpg,6,Señorita,207916,0,2,3.156,ok,aceptar,16097.764445498568,1106884,0.12059567402938304,124.38257110570369,1,0.9525536298751831,1366.83,975.68,3280.13,2117.7,f953f6ca3c4935db65f02aa6975b247314f0f197ef9dbbb2c2191ece4a706a72
IMG_20260912_070542.jpg,6,Señorita,207916,0,3,3.157,ok,aceptar,15918.442586868608,1093775,0.12063860076895538,124.33831215207559,2,0.9525249600410461,1368,987.23,3279.3,2109.58,f8e217318ddd5cfe1b0108a6c2bc4e0fc7f405ea3fe5cff03bcae8c927c13fd5
IMG_20260912_070543_1.jpg,6,Señorita,207916,0,4,3.157,ok,aceptar,16333.178577724126,1122272,0.12063860076895538,124.33831215207559,1,0.9501886367797852,1371.23,975.45,3331.58,2178.55,0c7c48d94079b9138ea626be535e84e9a1b391e46f75a42d88de65c8a919dbdd
IMG_20260912_070543.jpg,6,Señorita,207916,0,5,3.163,ok,aceptar,16183.617794935504,1107764,0.12086879235445017,124.10151295308881,2,0.9542585015296936,1369.52,969.85,3288.78,2132.36,2f07aab8747e88197cd45f0f000c99b1f81543f63378b435e89babf0a1fd68b0
IMG_20260912_070836.jpg,7,Keila,73161,1,1,3,sin_vaca,excluir,,0,,,0,,,,,,862e60bed4bbca3d3fdac5810fadc6a8210f279333d38c3045a7e26aa2d3db1f
IMG_20260912_070836_1.jpg,7,Keila,73161,0,2,3.001,sin_vaca,excluir,,0,,,0,,,,,,86e8f62db64560dcb7e057c4a36ac0aa7001207e7a4fb29c34deca4f6e62e9fd
IMG_20260912_070835.jpg,7,Keila,73161,0,3,2.99,ok,aceptar,14931.821833644706,1143959,0.11424867444560415,131.2925517323334,1,0.58477783203125,1325.5,897.99,3354.41,2133.42,9e2c92187048c05a64e6de57d33fd1d50af5627d03acd6cb30a46ae3f4201d13
IMG_20260912_070835_1.jpg,7,Keila,73161,0,4,2.989,sin_vaca,excluir,,0,,,0,,,,,,1bf2b1fa112d4789768526a52b57b5f53715d2b8871113049233e8a7573c121b
IMG_20260912_070816.jpg,7,Keila,73161,0,5,3.024,ok,aceptar,15176.174607408335,1136272,0.11556864060499059,129.79299506748941,1,0.9205511808395386,1376.19,917.5,3345.58,2068.79,47e1e1d641460f975ca3bc8f508bb8e213f8e038c34df86d96cae029a761a4aa
IMG_20260912_071104.jpg,8,Gaby,223678,1,1,3.038,ok,aceptar,14112.113203535944,1047146,0.11608935727553223,129.21081098242502,1,0.8961909413337708,1414.37,1103.43,3237.36,2246.46,b15e1cc1739ffda2b927f29733af8f63893a0f0be772ce7edc33d2cc799c9f4c
IMG_20260912_071103.jpg,8,Gaby,223678,0,2,3.045,ok,aceptar,14125.807674916854,1043068,0.1163724917541015,128.8964408504326,1,0.568238377571106,1410.5,1091.51,3238.27,2252.75,fa45ab21f9683506d9be55f399e8adccfd869d48ed50c4a51b194d045ed20144
IMG_20260912_071105.jpg,8,Gaby,223678,0,3,3.059,sin_vaca,excluir,,0,,,0,,,,,,cae28d9120dc5fe47c0c5b27df38c8588120174fdb2f716e345c17bd7fd62432
IMG_20260912_071138.jpg,8,Gaby,223678,0,4,3.102,ok,aceptar,15660.604637115408,1114736,0.11852726123763982,126.55316459161179,1,0.6764299273490906,1557.24,992.25,3551.95,2127.95,6fbfe9f003f884e1568c90c0bee876ddc5e6521e37e5f9b58057a5c2f799fa41
IMG_20260912_071139.jpg,8,Gaby,223678,0,5,3.108,ok,aceptar,15494.078383259437,1098481,0.11876448766599293,126.3003806506977,1,0.825503945350647,1557.4,967.86,3504.24,2134.08,de2fc75a0b444066a053f3bb3898d085a36066dead92f97d96f4431744156f65
IMG_20260912_071338.jpg,9,Cerezita,,1,1,3.17,ok,aceptar,15916.397767567376,1084610,0.12113944787160442,123.82423944922124,1,0.9394360184669495,1420.61,902.78,3173.28,2142.74,3e042fd876db698cb617475bc33ffb3f3ead266b00e3ae808c821d943f005e9d
IMG_20260912_071340.jpg,9,Cerezita,,0,2,3.17,ok,aceptar,16250.811744672355,1106566,0.12118500039758255,123.77769485322563,1,0.9536254405975342,1401.77,921.2,3218.28,2170.31,7e11ff159a704b67537a234ad9da16deba89c9d364c80376f57ee2664ab63510
IMG_20260912_071339.jpg,9,Cerezita,,0,3,3.177,ok,aceptar,15884.169084472333,1077979,0.12138837578553135,123.57031637446042,1,0.9476521611213684,1418.19,900.76,3174.9,2145.58,3743b1cb8df05e74935bed41c69226864e1d7dda6950f9b87da6029caf75e20f
IMG_20260912_071340_1.jpg,9,Cerezita,,0,4,3.18,ok,aceptar,16533.34800769749,1119545,0.12152332010947982,123.43309898451233,1,0.9526326060295105,1401.11,918.05,3219.22,2170.12,33fe482062a1790f75cb5d11c449c6f3951428f44609d4866073f87f72cc51e3
IMG_20260912_071338_1.jpg,9,Cerezita,,0,5,3.187,ok,aceptar,16193.123502843146,1090959,0.1218319230588738,123.12044022116791,1,0.9434816837310791,1417.13,898.3,3207.89,2147.91,9eb5f10f47f52148313cd833cd0d8e66e893d564cdb205092e311783ca88a69e
IMG_20260912_071633.jpg,10,Martinica,,1,1,3.007,ok,aceptar,14994.729640996307,1135278,0.11492597817851842,130.51879338107517,1,0.9169666171073914,1309.1,1082.25,3312.46,2213.8,0cd708d24b7c58dc70aac7fb2cca7b13088ef19c27e252cb0708ae6a014d5995
IMG_20260912_071632_1.jpg,10,Martinica,,0,2,3.019,ok,aceptar,14696.931101271712,1104257,0.11536610989611265,130.0208528614471,1,0.9416100382804871,1311.5,1097.98,3314.88,2195.32,2eac6fe7548ee3b87203a5b21c4a0938f0b3effecf984616e4ae9444f6e519ec
IMG_20260912_071633_1.jpg,10,Martinica,,0,3,3.019,ok,aceptar,15213.363945740242,1143287,0.11535462051569632,130.03380300626057,1,0.9477332234382629,1297.53,1069.77,3307.06,2176.85,686473d8b8d5f962eb111abfce78acbdcef9dbbfa5071316c2c5f3062f617913
IMG_20260912_071634.jpg,10,Martinica,,0,4,3.019,ok,aceptar,15196.038637346677,1141985,0.11535462051569632,130.03380300626057,1,0.9440364241600037,1293.07,1055.01,3307.44,2165.13,b3e85280cc852c5291e45f93616aa7432b9d862b67f6e3a0339cd9f8d1f072ff
IMG_20260912_071629.jpg,10,Martinica,,0,5,3.03,ok,aceptar,15599.208153392394,1163390,0.11579468173569209,129.53962803091724,1,0.945776104927063,1319.65,1065.22,3343.35,2183.24,203b7cb158f31fafac73004f5198d8022b3239c7ffc160ac55cc830b3e3c031a
IMG_20260912_071943.jpg,11,Crisalia,197257,1,1,2.99,ok,aceptar,15586.717701020587,1194309,0.11424020726025319,131.30228279285384,1,0.95535808801651,1534.56,872.69,3633.59,2107.58,e79a314f1bc325f3fc7c1572474db8d3507e2cacc063cf9f060360eab946f661
IMG_20260912_071945.jpg,11,Crisalia,197257,0,2,2.99,ok,aceptar,15492.699824131878,1187033,0.11424367283337115,131.29829974810144,1,0.9490587115287781,1507.61,894.9,3580.39,2113.42,573d3e291073d9af43eaf48544aea7391cef4804ff375b57c27b0a6d5bd31e1b
IMG_20260912_071944.jpg,11,Crisalia,197257,0,3,2.983,ok,aceptar,15690.750086032263,1202663,0.11422203084932832,131.3231772230235,1,0.9514089226722717,1530.08,867.58,3614.21,2107.15,21e3bd8453b70fd65b95952039c705da797593f67dbc8f6ace84af3feabb1661
IMG_20260912_071927.jpg,11,Crisalia,197257,0,4,2.922,ok,aceptar,14495.690399568215,1162306,0.1116758360636007,134.31732887549035,2,0.949102520942688,1337.75,905.25,3396.45,2093.91,f41a4eca314f3d8524f86d814e9c16737e7dc7e659a584664f142cdabdf09ead
IMG_20260912_071925.jpg,11,Crisalia,197257,0,5,2.917,ok,aceptar,14659.532479654345,1179710,0.11147370341176586,134.56088333759237,2,0.9186806678771973,1348.09,904.02,3400.81,2073.07,6e8709bf3ae8ef658f5184923f449134b1ca423b228f55943bf6a0c3cccb6dd4
IMG_20260912_072251.jpg,12,Oscarina,207913,1,1,2.818,ok,aceptar,16121.054784105712,1390613,0.10766972018757465,139.31493435543484,1,0.9577434062957764,1390.65,1108.36,3621.93,2499.87,522b604630f473b2f4b77bf7708085604a27d6b51099c8b8d92738d92eb9db9f
IMG_20260912_072222.jpg,12,Oscarina,207913,0,2,3.189,ok,aceptar,15743.200043735469,1060357,0.12184857459202207,123.1036148779217,1,0.9461297988891602,1369.36,860.97,3254.34,2059.97,ed8e4394a9d618e1674c49ab14490a574a1835bf8ae7be167db943e9d52dec92
IMG_20260912_072227_1.jpg,12,Oscarina,207913,0,3,3.19,ok,aceptar,14969.367361614892,1007405,0.1218988678921745,123.0528245206365,2,0.9431675672531128,1411.29,969.02,3145.84,2080.01,87b47d90b4df5030e3ba493f9da78f2e62a0783778679fe6619d99e646f8edef
IMG_20260912_072252.jpg,12,Oscarina,207913,0,4,2.808,ok,aceptar,15486.125559493661,1345412,0.1072861694775346,139.8129886922746,1,0.9564353823661804,1399.41,1104.94,3526.36,2455.95,624b8e6b94927c4d62969629a3646c8ae74b8706b9ce13c7391e17c48612d5d9
IMG_20260912_072252_1.jpg,12,Oscarina,207913,0,5,2.808,ok,aceptar,15873.829047620571,1374255,0.10747493387042346,139.5674271182587,2,0.9577022790908813,1397.64,1097.83,3582.55,2456.85,5e31dadd6caa477bff59acfc688c5198991f5b28eb5a50a2aa899b951970bc5a
IMG_20260912_072534.jpg,13,Minerva,,1,1,3.201,ok,aceptar,15281.951533535013,1021240,0.12232789443675281,122.6212555122123,2,0.9222829937934875,1355.09,1065.49,3216.5,2169.3,97572ecc2990380f34269ba4dd82ec35438135076dfe6b1ebf5c15f7d810e88b
IMG_20260912_072554.jpg,13,Minerva,,0,2,2.797,ok,aceptar,14864.36709249031,1301092,0.10688560205129186,140.336955699626,1,0.9086829423904419,1276.48,1171.49,3432.86,2443.04,620c46300684233ee40b437342e8ecda0047ae34952a67b79ad1f3715a28bdda
IMG_20260912_072554_1.jpg,13,Minerva,,0,3,2.797,ok,aceptar,14873.060491661705,1302188,0.10687185010243429,140.35501383781448,1,0.9268698692321777,1279.1,1177.97,3438.16,2443.76,425f09312e89d30aee3aa0e0aae3bf6266cbd4fbeb7fd4409bf2722cb2730e3e
IMG_20260912_072555.jpg,13,Minerva,,0,4,2.797,ok,aceptar,14838.878961763701,1298861,0.10688560205129186,140.336955699626,1,0.7538937330245972,1278.44,1185.8,3393.35,2446.41,b55ef4bc4f120d286616d76d78b0baa25c1b4ddb536fe21b083674fcfe810d8a
IMG_20260912_072533.jpg,13,Minerva,,0,5,3.208,ok,aceptar,15290.100859078835,1017680,0.12257433769039028,122.37471792740502,2,0.9377663731575012,1386.09,1069.37,3244.03,2179.02,318e52302901bb6762b19ab72c5290b9ff314ca83af7035daac319b31cdbd22d
IMG_20260912_072827.jpg,14,Carlina,207902,1,1,2.934,ok,aceptar,14131.021067619737,1123943,0.11212814269820094,133.7755146838856,2,0.9452046155929565,1414.76,911.09,3314.27,2195.18,c25efc95b5c83c96d8ee78ced0926a296d4885d4bf84928f16eb14369020cad0
IMG_20260912_072827_1.jpg,14,Carlina,207902,0,2,2.929,ok,aceptar,14109.864192176447,1126570,0.11191346075146764,134.0321342873251,2,0.9512205719947815,1407.66,904.41,3257.07,2220.76,2b36a728e4c6c996e77686b592b89b7a5b9295e02e608ffa488e96edaf99cd5d
IMG_20260912_072824.jpg,14,Carlina,207902,0,3,2.928,ok,aceptar,15154.721732004245,1210336,0.11189766076678603,134.0510596665875,2,0.9408191442489624,1410.62,1022.11,3489.14,2189.52,85892745ac59c691726835368c954d3fe9ede2b3574f43b11926c71a387f06ec
IMG_20260912_072825_1.jpg,14,Carlina,207902,0,4,2.923,ok,aceptar,14222.450797752843,1139651,0.11171237424270433,134.2733972103329,2,0.9459497332572937,1421.04,882.49,3343.19,2190.79,2a94234fd91ec61b1aa30544e0b0fdafabec6ebdb53bb93d0528d745ffeb25e4
IMG_20260912_072826.jpg,14,Carlina,207902,0,5,2.923,ok,aceptar,14214.724922760559,1139001,0.1117138906538854,134.2715745750307,2,0.9462863206863403,1416.07,893.57,3303.93,2200.04,253d01fed153eab8a441033cab66275797ebd7c53d20c89f624f88a96ed70924
IMG_20260912_072956_1.jpg,15,Leonora,,1,1,3.134,ok,aceptar,12709.885365443426,886406,0.11974419624005646,125.2670314804138,2,0.9523071646690369,1531.75,952.68,3234.07,2124.27,0376447ee36feba863dfa10859ccc8334ca1df6690b7e140f84614b483c3cd5f
IMG_20260912_072954.jpg,15,Leonora,,0,2,3.14,ok,aceptar,12836.776964933593,891529,0.11999420160458021,125.00604028709539,2,0.9541060328483582,1534.76,925.74,3184.47,2088.32,87739e9db8ba7b3eb0e54f233916ffa09cd352b6c3704bdc62f3f82a23abd5ca
IMG_20260912_072954_1.jpg,15,Leonora,,0,3,3.14,ok,aceptar,12490.375243596012,867471,0.11999420160458021,125.00604028709539,2,0.9477967023849487,1536.61,929.67,3199.03,2104.48,7f7b5fc8e4d87b5d6dbb49d2cb36d611902bb17ed7e99eb4c94604fe234fc610
IMG_20260912_072955.jpg,15,Leonora,,0,4,3.14,ok,aceptar,12880.89764609351,894679,0.11998844989254467,125.01203252007346,1,0.9461948275566101,1531.43,930.28,3203.03,2108.89,135e1afaddad71de9f8120032d5a8dbe84db643b941fb132d3d393a9947e4499
IMG_20260912_072956.jpg,15,Leonora,,0,5,3.14,ok,aceptar,12669.36434484913,879902,0.11999420160458021,125.00604028709539,2,0.9504708647727966,1530.24,943.52,3212.79,2115.02,317e5e3525b25d32ebb021008892a219764eec7da30a58e0ac600f7b1d13916c
IMG_20260912_073109.jpg,16,Cereza,246502,1,1,3.233,ok,aceptar,11195.87604988358,733518,0.12354456741585257,121.41367535417248,2,0.9517613053321838,1595.7,1057.19,3144.67,2143.36,991bc6c978a38fae822c92c3f90ca22514d8379415356f71078386fd0d07f158
IMG_20260912_073110.jpg,16,Cereza,246502,0,2,3.239,ok,aceptar,11180.533914626869,729642,0.12378737659575498,121.1755221938712,2,0.9507741928100586,1586.82,1065.3,3149.23,2143.63,e8a584edc8adce73e1d996a6984188f94e09125b0939bf5841fa5fe25ecc9738
IMG_20260912_073112.jpg,16,Cereza,246502,0,3,3.251,ok,aceptar,11199.513212888503,725587,0.1242381073467167,120.73590237606282,2,0.9509133100509644,1581.74,1062.58,3145.39,2132.11,0d196fe007c4b4326d0c21fe17151a398fefed2cb90a86b53fd1ed0e50a4c50c
IMG_20260912_073111_1.jpg,16,Cereza,246502,0,4,3.252,ok,aceptar,11320.937459142251,730214,0.12451340738270733,120.4689544307116,2,0.9527349472045898,1581.22,1070,3146.5,2136.91,11a212b95935f3c4277f5bdb10f8295cafd089e5916f983916af4104b52a554f
IMG_20260912_073111.jpg,16,Cereza,246502,0,5,3.253,ok,aceptar,11280.584246995046,730138,0.12429776530705655,120.67795396759583,2,0.9507318139076233,1588.59,1069.9,3139.54,2142.92,6ceafa020cab2ce46e43d17adbb0f99c5e279a428b97b55cf75080b4c2e0a8f6
IMG_20260912_073218_1.jpg,17,Guadiela,,1,1,2.803,ok,aceptar,15498.947023462257,1350983,0.10710904690996377,140.04419264984264,2,0.9477088451385498,1196.77,1024.93,3379.73,2225.67,747eba4f49e3dc90b34f6d431e4e791f133c6c3c09058f951c23d83d213e1ff4
IMG_20260912_073219.jpg,17,Guadiela,,0,2,2.803,ok,aceptar,15693.495099658532,1367941,0.10710904690996377,140.04419264984264,2,0.9440039992332458,1067.27,1021.5,3366.97,2225.22,6abe9406e8bac3a82f80ff14150f1e08fd6b5e59567b2f145568f730369321c6
IMG_20260912_073217_1.jpg,17,Guadiela,,0,3,2.8,ok,aceptar,15448.777007168726,1349163,0.10700765355496156,140.1768892380736,2,0.9468201994895935,1291.3,1004.97,3413.13,2221.99,2c0a091fa28b963cc8cac7588a3cfe5ee95db98eaef97d57ca5f3822bb407828
IMG_20260912_073219_1.jpg,17,Guadiela,,0,4,2.799,ok,aceptar,15608.626197771899,1364090,0.10696971222547567,140.2266088963791,2,0.9376450181007385,963.12,1029.22,3378.07,2206.49,8c22489b003018d694a0ffe6de7539c3006e31ecbfb95ddf06440ba878a210df
IMG_20260912_073218.jpg,17,Guadiela,,0,5,2.798,ok,aceptar,15390.138997214708,1345887,0.10693428550164079,140.27306517861234,2,0.948816180229187,1293.69,1013.31,3405.05,2221.39,57ccce8ca5c0678543e5743800b9fd9a7798c89718d02ddb4d5633e9d8449e22
IMG_20260912_073338.jpg,18,Nicoleta,26590,1,1,3.068,ok,aceptar,15630.674761102064,1137442,0.11722607741384435,127.95787704339331,1,0.9422909021377563,1381.82,1019.81,3390.25,2191.8,939a9273ec6740824264699741be37d59ca469dbe076bfb7b23e356c980bf922
IMG_20260912_073337.jpg,18,Nicoleta,26590,0,2,3.079,ok,aceptar,15787.240906528521,1140197,0.11766930032292008,127.4759003311439,1,0.9377704858779907,1384.63,1011.89,3390.62,2197.38,703dacbd9d8514decfbe7eb11e3d067667ed3f23a87dbe238a216230fced50c1
IMG_20260912_073338_1.jpg,18,Nicoleta,26590,0,3,3.079,ok,aceptar,15871.385457662913,1146793,0.11764267820456226,127.50474767258649,1,0.949761688709259,1370.07,1036.79,3376.82,2211.03,08a060b9dc562bb621f2d63fe89b46b8ac8ea3d3881ab229edb57585ccb014e0
IMG_20260912_073339.jpg,18,Nicoleta,26590,0,4,3.079,ok,aceptar,15601.289917118456,1126801,0.11766753127245023,127.4778168437021,1,0.9441136717796326,1389.15,1038.06,3379.5,2212.35,1006f1c0af6268acca6f38df0be5261ad4ca698e58be573df53b0542dfe7b252
IMG_20260912_073338_2.jpg,18,Nicoleta,26590,0,5,3.084,ok,aceptar,15889.384946022037,1143987,0.11785363948672899,127.27651063919063,1,0.9452019333839417,1369.3,1033.03,3375.59,2211.38,676c342504d00f6aac97915813919efeed0471dfc78150f09a750beabed988c8
IMG_20260912_073507.jpg,19,Mafer,236693,1,1,3.146,ok,aceptar,11778.239429086807,814862,0.12022593311212836,124.76509528115116,2,0.9488838315010071,1533.91,962.91,3156.55,2079.6,5a0cb3aba75911f14ee2ddbdc4d0d382bd80384ebfec3510c03bed08cbedc729
IMG_20260912_073510.jpg,19,Mafer,236693,0,2,3.158,ok,aceptar,11856.041826758774,813923,0.12069192129247219,124.28338068834422,2,0.9368974566459656,1538.08,1074.68,3209.17,2089.51,daf1f6fac0d7d90a3ba56522b3e91b0e55aec1de4c412c72660fbfb6e230bd55
IMG_20260912_073508.jpg,19,Mafer,236693,0,3,3.159,ok,aceptar,11968.192056109267,821543,0.12069773634992231,124.27739287928787,2,0.9541894197463989,1532.83,962.1,3164.35,2085.71,d24b65d682f7d90ddaae1928758978392374adb6b19a2eb4c72ec759be966389
IMG_20260912_073508_1.jpg,19,Mafer,236693,0,4,3.159,ok,aceptar,12062.585693144445,827996,0.12069967103479097,124.27540084741688,2,0.9490986466407776,1530.19,977.68,3192.76,2088.28,2e96ff9c9d096386add7f43500b43c65718d7632c1e61a67965d271f7885ec56
IMG_20260912_073509.jpg,19,Mafer,236693,0,5,3.159,ok,aceptar,11786.761975483605,809063,0.12069967103479097,124.27540084741688,1,0.9487884044647217,1529.36,988.62,3162.16,2085.77,5ea094bff0c9b82a1b11fcf87d41b856133d7c80eb6fa7f96f6a23d548c415e4
IMG_20260912_073636.jpg,20,Anita,,1,1,3.006,ok,aceptar,16898.985932896303,1280655,0.11487201719392368,130.58010441896764,1,0.941979706287384,1510.13,1109.17,3597.66,2283.09,a6e1574c18de4e28bdc7231d7f700f7dbea44a304a049c61168a83387d64beb9
IMG_20260912_073641_1.jpg,20,Anita,,0,2,3.02,ok,aceptar,16986.942137099315,1275768,0.11539095068398954,129.9928626212562,1,0.9375370144844055,1504.7,1088.95,3587.66,2296.93,44b9b2e6b260fa2ce5a6c72ce73601267e3066a383f956dcc584574f0a0dcc9b
